feature,Estimate_group,pvalue,fdr,fold_change,log2FC,method,vs
Ier2,Group,0.9324,0.9722,0.9863,-0.0199,DESeq2,DMSO vs T4400
Ier3,Group,0.0005,0.0106,2.5407,1.3452,DESeq2,DMSO vs T4400
Ier3ip1,Group,0.6924,0.8604,0.9845,-0.0225,DESeq2,DMSO vs T4400
Ier5,Group,0.195,0.4552,0.9338,-0.0989,DESeq2,DMSO vs T4400
Ier5l,Group,0.038,0.1688,0.9056,-0.143,DESeq2,DMSO vs T4400
Iffo1,Group,0.0035,0.0366,0.8009,-0.3202,DESeq2,DMSO vs T4400
Iffo2,Group,0.6654,0.8488,0.9724,-0.0404,DESeq2,DMSO vs T4400
Ifi202b,Group,0.0363,0.1643,1.2831,0.3596,DESeq2,DMSO vs T4400
Ifi203,Group,0.0631,0.2317,1.251,0.323,DESeq2,DMSO vs T4400
Ifi204,Group,0.0267,0.1347,1.2771,0.3529,DESeq2,DMSO vs T4400
Ifi205,Group,0.8207,0.9323,1.1252,0.1702,DESeq2,DMSO vs T4400
Ifi27,Group,0.2357,0.5084,0.9041,-0.1455,DESeq2,DMSO vs T4400
Ifi27l2a,Group,0.9926,0.9964,1.0027,0.0039,DESeq2,DMSO vs T4400
Ifi30,Group,0.4181,0.6818,0.9613,-0.057,DESeq2,DMSO vs T4400
Ifi35,Group,0.1755,0.4287,0.9314,-0.1025,DESeq2,DMSO vs T4400
Ifi44,Group,0.013,0.0842,2.1802,1.1245,DESeq2,DMSO vs T4400
Ifi44l,Group,0.9042,0.962,1.1062,0.1456,DESeq2,DMSO vs T4400
Ifi47,Group,0.9877,0.9944,1.0024,0.0035,DESeq2,DMSO vs T4400
Ifih1,Group,0.4012,0.6688,1.1465,0.1973,DESeq2,DMSO vs T4400
Ifit1,Group,4.5821e-06,0.0008,2.8781,1.5251,DESeq2,DMSO vs T4400
Ifit1bl1,Group,0.8796,0.9535,0.9315,-0.1024,DESeq2,DMSO vs T4400
Ifit1bl2,Group,0.5056,0.7459,1.525,0.6088,DESeq2,DMSO vs T4400
Ifit2,Group,0.0846,0.2757,1.1936,0.2553,DESeq2,DMSO vs T4400
Ifit3,Group,0.0063,0.0526,1.9191,0.9404,DESeq2,DMSO vs T4400
Ifit3b,Group,0.0291,0.1418,1.7686,0.8226,DESeq2,DMSO vs T4400
Ifitm1,Group,0.0137,0.0873,1.3707,0.4549,DESeq2,DMSO vs T4400
Ifitm10,Group,0.1014,0.3089,0.7517,-0.4117,DESeq2,DMSO vs T4400
Ifitm2,Group,0.0048,0.044,1.3119,0.3917,DESeq2,DMSO vs T4400
Ifitm3,Group,0.0009,0.0153,1.3417,0.4241,DESeq2,DMSO vs T4400
Ifitm5,Group,0.5904,0.8037,0.8289,-0.2707,DESeq2,DMSO vs T4400
Ifitm6,Group,0.0045,0.0429,2.3438,1.2289,DESeq2,DMSO vs T4400
Ifna13,Group,0.3307,0.6085,0.1944,-2.3628,DESeq2,DMSO vs T4400
Ifnar1,Group,0.0392,0.1722,1.1124,0.1537,DESeq2,DMSO vs T4400
Ifnar2,Group,0.001,0.0176,1.3045,0.3835,DESeq2,DMSO vs T4400
Ifne,Group,0.2067,0.4715,4.8748,2.2853,DESeq2,DMSO vs T4400
Ifng,Group,0.2183,0.4866,2.5549,1.3533,DESeq2,DMSO vs T4400
Ifngr1,Group,0.2256,0.4958,1.058,0.0813,DESeq2,DMSO vs T4400
Ifngr2,Group,0.464,0.7157,0.9736,-0.0386,DESeq2,DMSO vs T4400
Ifnk,Group,0.8581,0.9473,1.3879,0.4729,DESeq2,DMSO vs T4400
Ifnlr1,Group,0.4724,0.7226,0.7735,-0.3706,DESeq2,DMSO vs T4400
Ifnz,Group,0.6917,0.8598,1.1974,0.2599,DESeq2,DMSO vs T4400
Ifrd1,Group,0.0062,0.0522,1.4011,0.4865,DESeq2,DMSO vs T4400
Ifrd2,Group,0.0156,0.0949,0.8445,-0.2438,DESeq2,DMSO vs T4400
Ift122,Group,0.594,0.807,1.0335,0.0475,DESeq2,DMSO vs T4400
Ift140,Group,0.2801,0.5583,0.9509,-0.0727,DESeq2,DMSO vs T4400
Ift172,Group,0.1052,0.3149,1.1224,0.1665,DESeq2,DMSO vs T4400
Ift20,Group,0.899,0.9606,0.9943,-0.0083,DESeq2,DMSO vs T4400
Ift22,Group,0.3947,0.6631,1.0549,0.0772,DESeq2,DMSO vs T4400
Ift27,Group,0.5273,0.76,1.0384,0.0544,DESeq2,DMSO vs T4400
Ift43,Group,0.1368,0.368,0.9204,-0.1197,DESeq2,DMSO vs T4400
Ift46,Group,0.9321,0.9722,1.0052,0.0074,DESeq2,DMSO vs T4400
Ift52,Group,0.5738,0.7923,1.026,0.0371,DESeq2,DMSO vs T4400
Ift57,Group,0.6471,0.8411,1.0217,0.031,DESeq2,DMSO vs T4400
Ift74,Group,0.0747,0.2563,1.172,0.229,DESeq2,DMSO vs T4400
Ift80,Group,0.6577,0.8456,1.0476,0.0672,DESeq2,DMSO vs T4400
Ift81,Group,0.0955,0.2982,1.208,0.2726,DESeq2,DMSO vs T4400
Ift88,Group,0.0427,0.1809,1.1227,0.167,DESeq2,DMSO vs T4400
Igbp1,Group,0.0785,0.2632,1.0897,0.1239,DESeq2,DMSO vs T4400
Igdcc3,Group,0.6823,0.8552,0.4926,-1.0216,DESeq2,DMSO vs T4400
Igdcc4,Group,0.2662,0.5444,0.9327,-0.1005,DESeq2,DMSO vs T4400
Igf1,Group,0.0232,0.1227,0.5249,-0.9298,DESeq2,DMSO vs T4400
Igf1r,Group,0.0398,0.1737,1.2116,0.2769,DESeq2,DMSO vs T4400
Igf2,Group,0.0003,0.0088,0.6224,-0.6841,DESeq2,DMSO vs T4400
Igf2bp1,Group,0.817,0.9305,0.9019,-0.149,DESeq2,DMSO vs T4400
Igf2bp2,Group,3.5251e-07,0.0002,2.1107,1.0777,DESeq2,DMSO vs T4400
Igf2bp3,Group,0.6594,0.846,1.0736,0.1025,DESeq2,DMSO vs T4400
Igf2os,Group,0.0112,0.0763,0.4686,-1.0936,DESeq2,DMSO vs T4400
Igf2r,Group,0.0232,0.1227,1.1732,0.2305,DESeq2,DMSO vs T4400
Igfals,Group,0.9694,0.985,1.0175,0.025,DESeq2,DMSO vs T4400
Igfbp1,Group,0.9314,0.9722,0.8608,-0.2162,DESeq2,DMSO vs T4400
Igfbp2,Group,0.2198,0.4885,0.8729,-0.1961,DESeq2,DMSO vs T4400
Igfbp3,Group,0.0083,0.0628,0.5541,-0.8518,DESeq2,DMSO vs T4400
Igfbp4,Group,0.4264,0.688,1.1184,0.1614,DESeq2,DMSO vs T4400
Igfbp5,Group,0.2532,0.5295,1.0904,0.1248,DESeq2,DMSO vs T4400
Igfbp6,Group,0.0764,0.2591,0.8843,-0.1774,DESeq2,DMSO vs T4400
Igfbp7,Group,0.0023,0.0278,0.7533,-0.4087,DESeq2,DMSO vs T4400
Igflr1,Group,0.1663,0.4147,1.2374,0.3073,DESeq2,DMSO vs T4400
Igfn1,Group,0.0052,0.0463,0.646,-0.6304,DESeq2,DMSO vs T4400
Ighmbp2,Group,0.9592,0.9808,0.9971,-0.0042,DESeq2,DMSO vs T4400
Igip,Group,0.0162,0.0973,1.464,0.5499,DESeq2,DMSO vs T4400
Igll1,Group,0.5726,0.7913,0.6596,-0.6003,DESeq2,DMSO vs T4400
Iglon5,Group,0.291,0.5695,0.8463,-0.2408,DESeq2,DMSO vs T4400
Igsf10,Group,0.548,0.7736,0.9576,-0.0624,DESeq2,DMSO vs T4400
Igsf11,Group,0.0013,0.0206,1.5235,0.6074,DESeq2,DMSO vs T4400
Igsf23,Group,0.4445,0.7012,1.5675,0.6484,DESeq2,DMSO vs T4400
Igsf3,Group,0.0923,0.2909,1.0913,0.126,DESeq2,DMSO vs T4400
Igsf5,Group,0.441,0.6977,0.8038,-0.3151,DESeq2,DMSO vs T4400
Igsf6,Group,0.8963,0.9593,1.0582,0.0816,DESeq2,DMSO vs T4400
Igsf8,Group,0.28,0.5583,0.9463,-0.0796,DESeq2,DMSO vs T4400
Igsf9,Group,0.057,0.2172,0.7048,-0.5047,DESeq2,DMSO vs T4400
Igsf9b,Group,0.1069,0.3179,0.2261,-2.1451,DESeq2,DMSO vs T4400
Igtp,Group,0.6405,0.837,1.0521,0.0733,DESeq2,DMSO vs T4400
Ihh,Group,0.5178,0.7535,1.3429,0.4254,DESeq2,DMSO vs T4400
Iigp1,Group,0.7031,0.8664,1.1614,0.2159,DESeq2,DMSO vs T4400
Ik,Group,0.7677,0.9015,1.0128,0.0183,DESeq2,DMSO vs T4400
Ikbip,Group,0.9438,0.976,0.9953,-0.0068,DESeq2,DMSO vs T4400
Ikbkap,Group,0.0275,0.1371,0.8969,-0.157,DESeq2,DMSO vs T4400
Ikbkb,Group,0.1803,0.4357,1.0551,0.0774,DESeq2,DMSO vs T4400
Ikbke,Group,0.0001,0.0053,1.3576,0.4411,DESeq2,DMSO vs T4400
Ikbkg,Group,0.0003,0.0079,1.3686,0.4527,DESeq2,DMSO vs T4400
Ikzf1,Group,0.5592,0.7812,0.3728,-1.4234,DESeq2,DMSO vs T4400
Ikzf2,Group,0.4719,0.7223,0.9202,-0.12,DESeq2,DMSO vs T4400
Ikzf4,Group,0.4828,0.7309,0.72,-0.4739,DESeq2,DMSO vs T4400
Ikzf5,Group,0.9532,0.9794,1.0053,0.0076,DESeq2,DMSO vs T4400
Il10,Group,0.4449,0.7014,2.7838,1.477,DESeq2,DMSO vs T4400
Il10rb,Group,0.0468,0.1924,1.1556,0.2086,DESeq2,DMSO vs T4400
Il11,Group,0.9578,0.9808,0.9887,-0.0164,DESeq2,DMSO vs T4400
Il11ra1,Group,0.6427,0.8385,0.9697,-0.0444,DESeq2,DMSO vs T4400
Il12a,Group,0.5709,0.7899,0.9347,-0.0975,DESeq2,DMSO vs T4400
Il12b,Group,0.0493,0.1991,3.7964,1.9246,DESeq2,DMSO vs T4400
Il12rb1,Group,0.0482,0.1962,1.2539,0.3265,DESeq2,DMSO vs T4400
Il12rb2,Group,0.9686,0.9847,1.0109,0.0156,DESeq2,DMSO vs T4400
Il13ra1,Group,0.0001,0.0036,1.5353,0.6185,DESeq2,DMSO vs T4400
Il13ra2,Group,0,0.0028,5.162,2.3679,DESeq2,DMSO vs T4400
Il15,Group,0.0031,0.0339,0.6413,-0.6409,DESeq2,DMSO vs T4400
Il15ra,Group,0.6051,0.8132,0.8925,-0.164,DESeq2,DMSO vs T4400
Il16,Group,0.0185,0.1062,1.3693,0.4534,DESeq2,DMSO vs T4400
Il17b,Group,0.0016,0.0227,0.115,-3.1202,DESeq2,DMSO vs T4400
Il17c,Group,0.501,0.7431,1.7196,0.7821,DESeq2,DMSO vs T4400
Il17d,Group,0.4652,0.7169,0.7851,-0.349,DESeq2,DMSO vs T4400
Il17ra,Group,0.603,0.8123,1.0375,0.0531,DESeq2,DMSO vs T4400
Il17rb,Group,0.379,0.6487,1.7266,0.7879,DESeq2,DMSO vs T4400
Il17rc,Group,0.3008,0.5799,0.9533,-0.0691,DESeq2,DMSO vs T4400
Il17rd,Group,0.156,0.3986,0.8931,-0.163,DESeq2,DMSO vs T4400
Il17re,Group,0.0882,0.283,0.69,-0.5354,DESeq2,DMSO vs T4400
Il18,Group,0.0418,0.1786,0.8174,-0.2909,DESeq2,DMSO vs T4400
Il18bp,Group,0.8411,0.9432,1.0331,0.047,DESeq2,DMSO vs T4400
Il18r1,Group,0.9424,0.9758,1.0526,0.0739,DESeq2,DMSO vs T4400
Il18rap,Group,0.6734,0.852,0.9079,-0.1394,DESeq2,DMSO vs T4400
Il19,Group,0.447,0.7029,1.8721,0.9046,DESeq2,DMSO vs T4400
Il1a,Group,2.7564e-09,7.6983e-06,5.0616,2.3396,DESeq2,DMSO vs T4400
Il1b,Group,0.5222,0.757,1.1001,0.1377,DESeq2,DMSO vs T4400
Il1bos,Group,0.927,0.9707,0.9019,-0.149,DESeq2,DMSO vs T4400
Il1f10,Group,0.2643,0.5428,2.047,1.0335,DESeq2,DMSO vs T4400
Il1f9,Group,0,0.0026,9.0525,3.1783,DESeq2,DMSO vs T4400
Il1r1,Group,0.0038,0.0383,1.2184,0.2849,DESeq2,DMSO vs T4400
Il1r2,Group,0.7057,0.868,0.8039,-0.3148,DESeq2,DMSO vs T4400
Il1rap,Group,0,0.0015,1.7552,0.8117,DESeq2,DMSO vs T4400
Il1rl1,Group,0.2176,0.486,1.557,0.6388,DESeq2,DMSO vs T4400
Il1rl2,Group,0.1363,0.3673,8.023,3.0041,DESeq2,DMSO vs T4400
Il1rn,Group,0.07,0.2466,0.8832,-0.1792,DESeq2,DMSO vs T4400
Il2,Group,0.6587,0.8457,0.7484,-0.4181,DESeq2,DMSO vs T4400
Il20rb,Group,0.0482,0.1961,0.6522,-0.6166,DESeq2,DMSO vs T4400
Il21r,Group,0.6804,0.8552,1.1779,0.2363,DESeq2,DMSO vs T4400
Il22ra1,Group,0.4636,0.7154,1.9608,0.9714,DESeq2,DMSO vs T4400
Il23a,Group,0.1315,0.3598,4.2725,2.0951,DESeq2,DMSO vs T4400
Il23r,Group,0.2837,0.5618,0.6415,-0.6404,DESeq2,DMSO vs T4400
Il25,Group,0.1338,0.3638,0.1116,-3.163,DESeq2,DMSO vs T4400
Il27,Group,0.3536,0.6296,0.2329,-2.1022,DESeq2,DMSO vs T4400
Il27ra,Group,0.3756,0.6461,0.907,-0.1408,DESeq2,DMSO vs T4400
Il2rb,Group,0.1231,0.3457,0.7735,-0.3705,DESeq2,DMSO vs T4400
Il2rg,Group,0.7674,0.9014,0.9608,-0.0576,DESeq2,DMSO vs T4400
Il33,Group,0.0004,0.0093,1.5789,0.6589,DESeq2,DMSO vs T4400
Il34,Group,0.3721,0.6422,1.0953,0.1313,DESeq2,DMSO vs T4400
Il3ra,Group,0.0208,0.1141,1.1995,0.2624,DESeq2,DMSO vs T4400
Il4i1,Group,0.4028,0.6702,0.6268,-0.6739,DESeq2,DMSO vs T4400
Il4ra,Group,0.0042,0.0404,1.3076,0.3869,DESeq2,DMSO vs T4400
Il6,Group,7.1039e-06,0.001,6.4468,2.6886,DESeq2,DMSO vs T4400
Il6ra,Group,0.0003,0.0079,1.3755,0.46,DESeq2,DMSO vs T4400
Il6st,Group,0.0005,0.0102,1.258,0.3311,DESeq2,DMSO vs T4400
Il7,Group,0.193,0.4529,0.7495,-0.4159,DESeq2,DMSO vs T4400
Ildr2,Group,0.0506,0.2022,1.274,0.3494,DESeq2,DMSO vs T4400
Ilf2,Group,0.0404,0.175,0.8822,-0.1809,DESeq2,DMSO vs T4400
Ilf3,Group,0.031,0.148,0.8878,-0.1718,DESeq2,DMSO vs T4400
Ilk,Group,0.0001,0.0052,0.7841,-0.3509,DESeq2,DMSO vs T4400
Ilkap,Group,0.0045,0.0429,0.8572,-0.2222,DESeq2,DMSO vs T4400
Ilvbl,Group,0.0696,0.2459,1.1064,0.1459,DESeq2,DMSO vs T4400
Immp1l,Group,0.9881,0.9946,0.9992,-0.0011,DESeq2,DMSO vs T4400
Immp2l,Group,0.4119,0.6767,0.9109,-0.1347,DESeq2,DMSO vs T4400
Immt,Group,0.3913,0.66,0.9602,-0.0586,DESeq2,DMSO vs T4400
Imp3,Group,0.2573,0.5345,1.0988,0.1359,DESeq2,DMSO vs T4400
Imp4,Group,0.3965,0.6648,0.9565,-0.0641,DESeq2,DMSO vs T4400
Impa1,Group,0.3837,0.6532,0.9538,-0.0682,DESeq2,DMSO vs T4400
Impa2,Group,0.0038,0.0383,0.7296,-0.4547,DESeq2,DMSO vs T4400
Impact,Group,2.42e-06,0.0006,1.4364,0.5225,DESeq2,DMSO vs T4400
Impad1,Group,0.5401,0.768,1.0652,0.0912,DESeq2,DMSO vs T4400
Impdh1,Group,0.6055,0.8135,0.9809,-0.0278,DESeq2,DMSO vs T4400
Impdh2,Group,0.0001,0.0029,0.7414,-0.4317,DESeq2,DMSO vs T4400
Impg2,Group,0.8008,0.9219,0.9194,-0.1212,DESeq2,DMSO vs T4400
Ina,Group,0.5142,0.7514,0.5416,-0.8847,DESeq2,DMSO vs T4400
Inadl,Group,0.6188,0.8213,0.9626,-0.0549,DESeq2,DMSO vs T4400
Inafm1,Group,0.2359,0.5085,1.0893,0.1234,DESeq2,DMSO vs T4400
Inafm2,Group,0.3262,0.605,1.0766,0.1065,DESeq2,DMSO vs T4400
Inca1,Group,0.3998,0.6677,0.8903,-0.1677,DESeq2,DMSO vs T4400
Incenp,Group,0.0007,0.0138,0.6035,-0.7286,DESeq2,DMSO vs T4400
Inf2,Group,0.6184,0.821,0.981,-0.0277,DESeq2,DMSO vs T4400
Ing1,Group,0.558,0.781,0.9697,-0.0444,DESeq2,DMSO vs T4400
Ing2,Group,0.4988,0.7415,0.9615,-0.0567,DESeq2,DMSO vs T4400
Ing3,Group,0.1231,0.3457,1.1141,0.1559,DESeq2,DMSO vs T4400
Ing4,Group,0.5194,0.755,1.0311,0.0442,DESeq2,DMSO vs T4400
Ing5,Group,0.8999,0.9609,1.0088,0.0126,DESeq2,DMSO vs T4400
Inha,Group,0.7939,0.9172,0.9688,-0.0457,DESeq2,DMSO vs T4400
Inhba,Group,0.3644,0.6354,1.1162,0.1587,DESeq2,DMSO vs T4400
Inhbb,Group,0.2603,0.5384,1.0851,0.1179,DESeq2,DMSO vs T4400
Inhbe,Group,0.5254,0.7586,2.778,1.474,DESeq2,DMSO vs T4400
Inip,Group,0.8315,0.938,0.9825,-0.0254,DESeq2,DMSO vs T4400
Inmt,Group,0.3666,0.6375,2.2871,1.1935,DESeq2,DMSO vs T4400
Ino80,Group,0.0226,0.1206,1.1675,0.2234,DESeq2,DMSO vs T4400
Ino80b,Group,0.9781,0.9892,0.9983,-0.0025,DESeq2,DMSO vs T4400
Ino80c,Group,0.2775,0.5562,1.0567,0.0795,DESeq2,DMSO vs T4400
Ino80d,Group,0.1661,0.4144,1.2257,0.2936,DESeq2,DMSO vs T4400
Ino80dos,Group,0.6599,0.8462,0.9209,-0.119,DESeq2,DMSO vs T4400
Ino80e,Group,0.2838,0.5618,0.9043,-0.1451,DESeq2,DMSO vs T4400
Inpp1,Group,0.1519,0.392,0.9061,-0.1423,DESeq2,DMSO vs T4400
Inpp4a,Group,0.3854,0.6548,1.0713,0.0994,DESeq2,DMSO vs T4400
Inpp4b,Group,0.1337,0.3638,0.7836,-0.3518,DESeq2,DMSO vs T4400
Inpp5a,Group,0.0406,0.1756,1.1202,0.1637,DESeq2,DMSO vs T4400
Inpp5b,Group,0.3231,0.6018,1.0581,0.0814,DESeq2,DMSO vs T4400
Inpp5d,Group,0.4387,0.6962,0.8093,-0.3053,DESeq2,DMSO vs T4400
Inpp5e,Group,0.3393,0.6156,1.0656,0.0916,DESeq2,DMSO vs T4400
Inpp5f,Group,0.4102,0.6759,1.0687,0.0958,DESeq2,DMSO vs T4400
Inpp5j,Group,0.1465,0.3832,1.506,0.5907,DESeq2,DMSO vs T4400
Inpp5k,Group,0.0786,0.2632,1.1224,0.1665,DESeq2,DMSO vs T4400
Inppl1,Group,0.0497,0.1999,0.9023,-0.1484,DESeq2,DMSO vs T4400
Ins2,Group,0.2639,0.5424,1.2955,0.3735,DESeq2,DMSO vs T4400
Insc,Group,0.0615,0.2277,0.4154,-1.2674,DESeq2,DMSO vs T4400
Insig1,Group,0.0049,0.0444,1.4372,0.5233,DESeq2,DMSO vs T4400
Insig2,Group,0,0.0022,1.3591,0.4427,DESeq2,DMSO vs T4400
Insl6,Group,0.9653,0.9834,1.0126,0.0181,DESeq2,DMSO vs T4400
Insr,Group,0.0006,0.0116,1.3452,0.4278,DESeq2,DMSO vs T4400
Ints1,Group,0.3339,0.6107,0.9633,-0.0539,DESeq2,DMSO vs T4400
Ints10,Group,0.1035,0.3121,1.0773,0.1074,DESeq2,DMSO vs T4400
Ints12,Group,0.2387,0.5124,1.0722,0.1006,DESeq2,DMSO vs T4400
Ints2,Group,0.7134,0.8734,0.9743,-0.0376,DESeq2,DMSO vs T4400
Ints3,Group,0.0391,0.1719,0.9247,-0.1129,DESeq2,DMSO vs T4400
Ints4,Group,0.0409,0.1762,0.9078,-0.1396,DESeq2,DMSO vs T4400
Ints5,Group,0.0003,0.0077,0.8484,-0.2372,DESeq2,DMSO vs T4400
Ints6,Group,0.5066,0.7464,0.9532,-0.0692,DESeq2,DMSO vs T4400
Ints7,Group,0.0076,0.0591,0.8775,-0.1885,DESeq2,DMSO vs T4400
Ints8,Group,0.9211,0.9683,0.9929,-0.0102,DESeq2,DMSO vs T4400
Ints9,Group,0.058,0.2195,0.9236,-0.1147,DESeq2,DMSO vs T4400
Intu,Group,0.016,0.0966,1.2408,0.3113,DESeq2,DMSO vs T4400
Invs,Group,0.0265,0.1338,1.1238,0.1684,DESeq2,DMSO vs T4400
Ip6k1,Group,0.3054,0.5845,1.0606,0.0849,DESeq2,DMSO vs T4400
Ip6k2,Group,0.1907,0.4497,0.8985,-0.1545,DESeq2,DMSO vs T4400
Ip6k3,Group,0.383,0.6528,0.9298,-0.105,DESeq2,DMSO vs T4400
Ipcef1,Group,0.7299,0.88,0.6107,-0.7113,DESeq2,DMSO vs T4400
Ipmk,Group,0,0.0022,1.3028,0.3816,DESeq2,DMSO vs T4400
Ipo11,Group,0.2884,0.5666,0.9412,-0.0874,DESeq2,DMSO vs T4400
Ipo13,Group,0.6137,0.8194,0.9702,-0.0436,DESeq2,DMSO vs T4400
Ipo4,Group,0.7858,0.913,1.0118,0.0169,DESeq2,DMSO vs T4400
Ipo5,Group,0.6626,0.8472,0.9803,-0.0287,DESeq2,DMSO vs T4400
Ipo7,Group,0.5297,0.7611,1.0495,0.0697,DESeq2,DMSO vs T4400
Ipo8,Group,0.9938,0.9969,0.9997,-0.0004,DESeq2,DMSO vs T4400
Ipo9,Group,0.0051,0.0456,0.8678,-0.2045,DESeq2,DMSO vs T4400
Ipp,Group,0.4581,0.7123,1.042,0.0593,DESeq2,DMSO vs T4400
Ippk,Group,0.1389,0.3715,0.9113,-0.134,DESeq2,DMSO vs T4400
Iqca,Group,0.866,0.9497,0.8698,-0.2012,DESeq2,DMSO vs T4400
Iqcb1,Group,0.5959,0.8084,1.0343,0.0486,DESeq2,DMSO vs T4400
Iqcc,Group,0.5321,0.7626,0.9566,-0.0639,DESeq2,DMSO vs T4400
Iqcd,Group,0.6771,0.8543,1.0908,0.1254,DESeq2,DMSO vs T4400
Iqce,Group,0.0558,0.2142,1.0997,0.1372,DESeq2,DMSO vs T4400
Iqcg,Group,0.1501,0.3893,1.3098,0.3893,DESeq2,DMSO vs T4400
Iqch,Group,0.695,0.8612,0.7725,-0.3724,DESeq2,DMSO vs T4400
Iqck,Group,0.8762,0.9522,1.0339,0.0481,DESeq2,DMSO vs T4400
Iqgap1,Group,0.4241,0.6866,1.0487,0.0685,DESeq2,DMSO vs T4400
Iqgap2,Group,0.3257,0.6044,0.5947,-0.7498,DESeq2,DMSO vs T4400
Iqgap3,Group,0.0015,0.0214,0.6226,-0.6835,DESeq2,DMSO vs T4400
Iqsec1,Group,0.3332,0.6097,1.0404,0.0571,DESeq2,DMSO vs T4400
Iqsec2,Group,0.5918,0.805,0.9739,-0.0382,DESeq2,DMSO vs T4400
Iqsec3,Group,0.1034,0.3119,0.5252,-0.929,DESeq2,DMSO vs T4400
Iqub,Group,0.4258,0.6877,3.4559,1.7891,DESeq2,DMSO vs T4400
Irak1,Group,0.3599,0.6315,0.9692,-0.0451,DESeq2,DMSO vs T4400
Irak1bp1,Group,0.0006,0.0117,1.2141,0.2799,DESeq2,DMSO vs T4400
Irak2,Group,0.1053,0.3149,1.1073,0.1471,DESeq2,DMSO vs T4400
Irak3,Group,0.0078,0.0603,1.3171,0.3974,DESeq2,DMSO vs T4400
Irak4,Group,0.0606,0.2257,1.135,0.1827,DESeq2,DMSO vs T4400
Ireb2,Group,0.6156,0.8195,1.057,0.08,DESeq2,DMSO vs T4400
Irf1,Group,0.0105,0.0733,0.871,-0.1992,DESeq2,DMSO vs T4400
Irf2,Group,0.5786,0.7958,1.0349,0.0495,DESeq2,DMSO vs T4400
Irf2bp1,Group,0.0174,0.102,0.8999,-0.1521,DESeq2,DMSO vs T4400
Irf2bp2,Group,0.0462,0.1907,1.1889,0.2496,DESeq2,DMSO vs T4400
Irf2bpl,Group,0.8442,0.9446,1.0125,0.0179,DESeq2,DMSO vs T4400
Irf3,Group,0.0207,0.1138,0.8615,-0.2151,DESeq2,DMSO vs T4400
Irf4,Group,0.9902,0.9957,1.0111,0.0159,DESeq2,DMSO vs T4400
Irf5,Group,0.0197,0.1104,0.6955,-0.5239,DESeq2,DMSO vs T4400
Irf6,Group,0.9442,0.9762,0.9898,-0.0148,DESeq2,DMSO vs T4400
Irf7,Group,0.0484,0.1968,1.3881,0.4731,DESeq2,DMSO vs T4400
Irf9,Group,0.0034,0.0353,1.2756,0.3512,DESeq2,DMSO vs T4400
Irg1,Group,0.1138,0.3303,9.1685,3.1967,DESeq2,DMSO vs T4400
Irgc1,Group,0.9845,0.9931,1.0152,0.0217,DESeq2,DMSO vs T4400
Irgm1,Group,0.776,0.9068,0.9686,-0.046,DESeq2,DMSO vs T4400
Irgm2,Group,0.018,0.1043,1.3106,0.3903,DESeq2,DMSO vs T4400
Irgq,Group,0.2295,0.5012,1.0728,0.1014,DESeq2,DMSO vs T4400
Irs1,Group,0.4993,0.742,0.9401,-0.0891,DESeq2,DMSO vs T4400
Irs2,Group,0.0899,0.2864,1.1985,0.2613,DESeq2,DMSO vs T4400
Irs3,Group,0.6425,0.8384,0.8813,-0.1823,DESeq2,DMSO vs T4400
Irx2,Group,0.596,0.8085,0.9518,-0.0712,DESeq2,DMSO vs T4400
Irx3,Group,0.0059,0.0506,0.7377,-0.4389,DESeq2,DMSO vs T4400
Irx5,Group,0.0172,0.1012,0.8379,-0.2551,DESeq2,DMSO vs T4400
Isca1,Group,0.1289,0.3559,0.9019,-0.149,DESeq2,DMSO vs T4400
Isca2,Group,0.6797,0.8552,0.9763,-0.0346,DESeq2,DMSO vs T4400
Iscu,Group,0.8935,0.9583,0.9919,-0.0117,DESeq2,DMSO vs T4400
Isg15,Group,0.0206,0.1138,1.325,0.406,DESeq2,DMSO vs T4400
Isg20,Group,0.4648,0.7166,1.0592,0.083,DESeq2,DMSO vs T4400
Isg20l2,Group,0.002,0.0253,0.8388,-0.2536,DESeq2,DMSO vs T4400
Isl1,Group,0.6611,0.8466,0.6269,-0.6738,DESeq2,DMSO vs T4400
Isl2,Group,0.0018,0.0243,0.7009,-0.5126,DESeq2,DMSO vs T4400
Islr,Group,3.9558e-07,0.0002,0.562,-0.8314,DESeq2,DMSO vs T4400
Islr2,Group,0,0.0025,0.5218,-0.9385,DESeq2,DMSO vs T4400
Ism1,Group,0.219,0.4875,1.1786,0.2371,DESeq2,DMSO vs T4400
Ism2,Group,0.003,0.0331,0.5389,-0.8919,DESeq2,DMSO vs T4400
Isoc1,Group,0.2378,0.5111,0.9261,-0.1107,DESeq2,DMSO vs T4400
Isoc2a,Group,0.9144,0.9675,0.9929,-0.0103,DESeq2,DMSO vs T4400
Isoc2b,Group,0.37,0.6406,1.1872,0.2476,DESeq2,DMSO vs T4400
Ispd,Group,0.2651,0.5435,0.901,-0.1504,DESeq2,DMSO vs T4400
Israa,Group,0.6824,0.8552,0.4926,-1.0216,DESeq2,DMSO vs T4400
Ist1,Group,0.1178,0.3368,0.9263,-0.1105,DESeq2,DMSO vs T4400
Isx,Group,0.1077,0.3194,0.7041,-0.5061,DESeq2,DMSO vs T4400
Isy1,Group,0.1784,0.4322,0.9353,-0.0964,DESeq2,DMSO vs T4400
Isyna1,Group,0.7103,0.8711,0.9814,-0.027,DESeq2,DMSO vs T4400
